,fname,resolution,missing code,loinc_ent,ner entity
23,10369_103530SRHC_20181026132736.941.json,,785-6,"{'textSpan': {'text': 'MCH', 'beginOffset': 1151}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 897}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 15, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [471], 'value': [466, 467, 468, 470, 474, 475, 477, 479, 481, 484, 485, 487, 489, 491, 493]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1151], 'cuis': ['C5400979', 'C0369183'], 'end': [1154], 'sourceType': ['NCI_CDISC', 'MDR'], 'suis': [], 'tuis': ['T059', 'T059']}]}, 'sectionId': 17, 'segmentId': 43, 'sentenceId': 43, 'status': 'CURRENT', 'textSpan': [{'begin': 1151, 'end': 1154, 'text': 'MCH'}], 'type': 'LABORATORY_DATA'}"
24,10369_103530SRHC_20181026132736.941.json,,787-2,"{'textSpan': {'text': 'MCV', 'beginOffset': 1110}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 897}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 14, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [442], 'value': [437, 438, 439, 441, 445, 446, 448, 450, 452, 455, 456, 458, 460, 462, 464]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1110], 'cuis': ['C0285131', 'C1948043'], 'end': [1113], 'sourceType': ['NCI', 'NCI_CDISC'], 'suis': [], 'tuis': ['T061', 'T059']}]}, 'sectionId': 17, 'segmentId': 42, 'sentenceId': 42, 'status': 'CURRENT', 'textSpan': [{'begin': 1110, 'end': 1113, 'text': 'MCV'}], 'type': 'LABORATORY_DATA'}"
25,35818_1769865_part1.json,,76631-1,"{'textSpan': {'text': 'albumin', 'beginOffset': 1245}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 339}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 35, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [273, 274, 276]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1245], 'cuis': ['C0201838'], 'end': [1252], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 12, 'segmentId': 15, 'sentenceId': 24, 'status': 'CURRENT', 'textSpan': [{'begin': 1245, 'end': 1252, 'text': 'albumin'}], 'type': 'LABORATORY_DATA'}"
26,35818_1769865_part1.json,,76631-1,"{'textSpan': {'text': 'blood', 'beginOffset': 1198}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 339}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 31, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [260], 'unit': [], 'value': [262]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1198], 'cuis': ['C0392201', 'C0392201', 'C0392201'], 'end': [1211], 'sourceType': ['MDR', 'MEDCIN', 'MEDLINEPLUS'], 'suis': [], 'tuis': ['T059', 'T059', 'T059']}, {'begin': [1198], 'cuis': ['C0005767'], 'end': [1203], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [1204], 'cuis': ['C0337438'], 'end': [1211], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 12, 'segmentId': 15, 'sentenceId': 24, 'status': 'CURRENT', 'textSpan': [{'begin': 1198, 'end': 1211, 'text': 'blood glucose'}], 'type': 'LABORATORY_DATA'}"
27,5798_PDOC-ITS20151006-0873_part2.json,,41276-7,"{'textSpan': {'text': 'Anion Gap', 'beginOffset': 2001}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 496}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 78, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [632, 633, 635]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [2001], 'cuis': ['C0201889', 'C0201889', 'C2189246'], 'end': [2010], 'sourceType': ['MDR', 'NCI_CDISC', 'MEDCIN'], 'suis': [], 'tuis': ['T059', 'T059', 'T059']}, {'begin': [2001], 'cuis': ['C0003075'], 'end': [2006], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T196']}, {'begin': [2007], 'cuis': ['C3887622', 'C1419277', 'C2984552', 'C0061928', 'C2984553'], 'end': [2010], 'sourceType': ['NCI', 'OMIM', 'NCI', 'NCI', 'NCI'], 'suis': [], 'tuis': ['T082', 'T028', 'T028', 'T116, T123', 'T116']}]}, 'sectionId': 13, 'segmentId': 25, 'sentenceId': 25, 'status': 'CURRENT', 'textSpan': [{'begin': 2001, 'end': 2010, 'text': 'Anion Gap'}], 'type': 'LABORATORY_DATA'}"
28,35818_1769865_part2.json,,4544-3,"{'textSpan': {'text': 'Hematocrit', 'beginOffset': 122}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 4, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [55], 'value': [50, 51, 52, 54]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [122], 'cuis': ['C0018935'], 'end': [132], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 1, 'segmentId': 8, 'sentenceId': 8, 'status': 'CURRENT', 'textSpan': [{'begin': 122, 'end': 132, 'text': 'Hematocrit'}], 'type': 'LABORATORY_DATA'}"
29,10369_103530SRHC_20181026132736.941.json,,788-0,"{'textSpan': {'text': 'RDW', 'beginOffset': 1234}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 897}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 17, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [531], 'value': [526, 527, 528, 530, 534, 535, 537, 539, 541, 544, 545, 547, 549, 551, 553]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1234], 'cuis': ['C0427460'], 'end': [1237], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 17, 'segmentId': 45, 'sentenceId': 45, 'status': 'CURRENT', 'textSpan': [{'begin': 1234, 'end': 1237, 'text': 'RDW'}], 'type': 'LABORATORY_DATA'}"
30,35818_1769865_part2.json,,6299-2,"{'textSpan': {'text': 'Blood Urea Nitrogen', 'beginOffset': 962}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 23, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [334], 'unit': [339], 'value': [337, 338]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [962], 'cuis': ['C0005845'], 'end': [981], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T059']}, {'begin': [962], 'cuis': ['C0005845'], 'end': [972], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T059']}, {'begin': [968], 'cuis': ['C3683557', 'C3683557'], 'end': [981], 'sourceType': ['CPT', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [962], 'cuis': ['C0005767'], 'end': [967], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [968], 'cuis': ['C0523961', 'C0523961'], 'end': [972], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [973], 'cuis': ['C0028158'], 'end': [981], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T196, T123']}]}, 'sectionId': 1, 'segmentId': 38, 'sentenceId': 38, 'status': 'CURRENT', 'textSpan': [{'begin': 962, 'end': 981, 'text': 'Blood Urea Nitrogen'}], 'type': 'LABORATORY_DATA'}"
31,35818_1769865_part2.json,,6299-2,"{'textSpan': {'text': 'Blood', 'beginOffset': 962}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 23, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [334], 'unit': [339], 'value': [337, 338]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [962], 'cuis': ['C0005845'], 'end': [981], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T059']}, {'begin': [962], 'cuis': ['C0005845'], 'end': [972], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T059']}, {'begin': [968], 'cuis': ['C3683557', 'C3683557'], 'end': [981], 'sourceType': ['CPT', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [962], 'cuis': ['C0005767'], 'end': [967], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [968], 'cuis': ['C0523961', 'C0523961'], 'end': [972], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [973], 'cuis': ['C0028158'], 'end': [981], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T196, T123']}]}, 'sectionId': 1, 'segmentId': 38, 'sentenceId': 38, 'status': 'CURRENT', 'textSpan': [{'begin': 962, 'end': 981, 'text': 'Blood Urea Nitrogen'}], 'type': 'LABORATORY_DATA'}"
32,12211_PDOC-ITS20151031-0006_part2.json,,787-2,"{'textSpan': {'text': 'Red Cell', 'beginOffset': 868}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 35, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [280], 'unit': [], 'value': [285, 286, 288]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [868], 'cuis': ['C0014792'], 'end': [876], 'sourceType': ['NCI'], 'suis': [], 'tuis': ['T025']}, {'begin': [868], 'cuis': ['C0332575', 'C1260956'], 'end': [871], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T033', 'T080']}, {'begin': [872], 'cuis': ['C0007634'], 'end': [876], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T025']}, {'begin': [877], 'cuis': ['C1704711'], 'end': [889], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T169']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 868, 'end': 889, 'text': 'Red Cell Distribution'}], 'type': 'LABORATORY_DATA'}"
33,11772_{BAC18481-CD66-4FBA-A01D-CE6FD7532E80}_part2.json,,1751-7,"{'textSpan': {'text': 'Albumin Lvl', 'beginOffset': 525}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Report Unknown Section', 'beginOffset': 88}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 20, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [239], 'value': [234, 235, 236, 238]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [525], 'cuis': ['C0201838'], 'end': [532], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 1, 'segmentId': 25, 'sentenceId': 25, 'status': 'CURRENT', 'textSpan': [{'begin': 525, 'end': 532, 'text': 'Albumin'}], 'type': 'LABORATORY_DATA'}"
34,35818_1769865_part2.json,,13969-1,"{'textSpan': {'text': 'Creatine Kinase MB', 'beginOffset': 1283}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 35, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [435], 'value': [430, 431, 432, 434]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1283], 'cuis': ['C0523584', 'C0523584'], 'end': [1301], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [1283], 'cuis': ['C0201973', 'C0201973'], 'end': [1298], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [1283], 'cuis': ['C0302272'], 'end': [1291], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}, {'begin': [1292], 'cuis': ['C4521566'], 'end': [1298], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T080']}, {'begin': [1299], 'cuis': ['C1533164'], 'end': [1301], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T081']}]}, 'sectionId': 1, 'segmentId': 51, 'sentenceId': 51, 'status': 'CURRENT', 'textSpan': [{'begin': 1283, 'end': 1301, 'text': 'Creatine Kinase MB'}], 'type': 'LABORATORY_DATA'}"
35,36961_1774164_part2.json,,56040-9,"{'textSpan': {'text': 'Methemoglobin', 'beginOffset': 2382}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 1617}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 173, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [499, 500, 502]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [2382], 'cuis': ['C0546660'], 'end': [2395], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 29, 'segmentId': 79, 'sentenceId': 79, 'status': 'CURRENT', 'textSpan': [{'begin': 2382, 'end': 2395, 'text': 'Methemoglobin'}], 'type': 'LABORATORY_DATA'}"
36,35192_2225664.json,,14413-9,"{'textSpan': {'text': 'AST', 'beginOffset': 1568}, 'certainty': 'NEGATIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 696}}","{'certainty': 'NEGATIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 19, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1568], 'cuis': ['C0201899'], 'end': [1571], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 11, 'segmentId': 17, 'sentenceId': 27, 'status': 'CURRENT', 'textSpan': [{'begin': 1568, 'end': 1571, 'text': 'AST'}], 'type': 'LABORATORY_DATA'}"
37,35192_2225664.json,,14413-9,"{'textSpan': {'text': 'urinalysis', 'beginOffset': 1602}, 'certainty': 'NEGATIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 696}}","{'certainty': 'NEGATIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 23, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [461], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1602], 'cuis': ['C0042014'], 'end': [1612], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 11, 'segmentId': 17, 'sentenceId': 27, 'status': 'CURRENT', 'textSpan': [{'begin': 1602, 'end': 1612, 'text': 'urinalysis'}], 'type': 'LABORATORY_DATA'}"
38,35192_2225664.json,,14413-9,"{'textSpan': {'text': 'urine', 'beginOffset': 1623}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 696}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 25, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [466], 'system': [464], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1623], 'cuis': ['C0202274', 'C0202274'], 'end': [1640], 'sourceType': ['MDR', 'MEDCIN'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [1629], 'cuis': ['C0373483', 'C0373483', 'C0373483', 'C0038577'], 'end': [1640], 'sourceType': ['CCPSS', 'MDR', 'MEDCIN', 'NCI'], 'suis': [], 'tuis': ['T059', 'T059', 'T059', 'T059']}, {'begin': [1623], 'cuis': ['C0042036'], 'end': [1628], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [1629], 'cuis': ['C0013227'], 'end': [1633], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T121']}, {'begin': [1634], 'cuis': ['C1710031', 'C0220908', 'C0199230', 'C0430054', 'C4521255'], 'end': [1640], 'sourceType': ['CHV', 'CHV', 'CHV', 'LNC', 'NCI_FDA'], 'suis': [], 'tuis': ['T060', 'T060', 'T060', 'T059', 'T059']}]}, 'sectionId': 11, 'segmentId': 17, 'sentenceId': 27, 'status': 'CURRENT', 'textSpan': [{'begin': 1623, 'end': 1640, 'text': 'urine drug screen'}], 'type': 'LABORATORY_DATA'}"
39,35192_2228407.json,,5643-2,"{'textSpan': {'text': 'Ethyl Alcohol', 'beginOffset': 6218}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 2497}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 169, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [2800], 'value': [2798, 2799, 2805, 2806, 2810, 2811, 2813, 2815, 2817, 2819]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [6218], 'cuis': ['C0001962'], 'end': [6231], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T109, T121']}, {'begin': [6218], 'cuis': ['C0392620'], 'end': [6223], 'sourceType': ['ICPC2ICD10ENG'], 'suis': [], 'tuis': ['T037']}, {'begin': [6224], 'cuis': ['C0202304'], 'end': [6231], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 23, 'segmentId': 143, 'sentenceId': 150, 'status': 'CURRENT', 'textSpan': [{'begin': 6218, 'end': 6231, 'text': 'Ethyl Alcohol'}], 'type': 'LABORATORY_DATA'}"
40,35192_2228407.json,,19343-3,"{'textSpan': {'text': 'Ur', 'beginOffset': 5907}, 'certainty': 'NEGATIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 2497}}","{'certainty': 'NEGATIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 116, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [2703], 'system': [2701], 'unit': [], 'value': [2709, 2710, 2712, 2714, 2716, 2718]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [5907], 'cuis': ['C0042037'], 'end': [5909], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T169']}, {'begin': [5910], 'cuis': ['C0428221'], 'end': [5922], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}, {'begin': [5923], 'cuis': ['C1710031', 'C0220908', 'C0199230', 'C0430054', 'C4521255'], 'end': [5929], 'sourceType': ['CHV', 'CHV', 'CHV', 'LNC', 'NCI_FDA'], 'suis': [], 'tuis': ['T060', 'T060', 'T060', 'T059', 'T059']}]}, 'sectionId': 23, 'segmentId': 138, 'sentenceId': 145, 'status': 'CURRENT', 'textSpan': [{'begin': 5907, 'end': 5929, 'text': 'Ur Amphetamines Screen'}], 'type': 'LABORATORY_DATA'}"
41,5798_PDOC-ITS20151006-0873_part2.json,,41995-2,"{'textSpan': {'text': 'Hemoglobin A1c', 'beginOffset': 2048}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 496}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 81, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [651, 652, 654]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [2048], 'cuis': ['C0202054', 'C0202054'], 'end': [2062], 'sourceType': ['MEDLINEPLUS', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [2048], 'cuis': ['C0518015', 'C0518015', 'C4759779'], 'end': [2058], 'sourceType': ['CCPSS', 'MDR', 'CPT'], 'suis': [], 'tuis': ['T059', 'T059', 'T059']}, {'begin': [2059], 'cuis': ['C0474680'], 'end': [2062], 'sourceType': ['MEDLINEPLUS'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 13, 'segmentId': 25, 'sentenceId': 25, 'status': 'CURRENT', 'textSpan': [{'begin': 2048, 'end': 2062, 'text': 'Hemoglobin A1c'}], 'type': 'LABORATORY_DATA'}"
42,32019_2238714.json,,2955-3,"{'textSpan': {'text': 'sodium', 'beginOffset': 13391}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Plan', 'beginOffset': 12834}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 212, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [4545, 4546, 4548]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [13391], 'cuis': ['C0037473'], 'end': [13397], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T196, T123']}]}, 'sectionId': 33, 'segmentId': 223, 'sentenceId': 277, 'status': 'CURRENT', 'textSpan': [{'begin': 13391, 'end': 13397, 'text': 'sodium'}], 'type': 'LABORATORY_DATA'}"
43,35192_2228407.json,,2093-3,"{'textSpan': {'text': 'VLDL Cholesterol', 'beginOffset': 4538}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 2497}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 80, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [2156], 'value': [2151, 2152, 2153, 2155, 2161, 2162, 2164, 2167, 2168, 2170, 2172, 2174, 2176]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [4538], 'cuis': ['C0523560'], 'end': [4554], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}, {'begin': [4538], 'cuis': ['C0523560'], 'end': [4542], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}, {'begin': [4543], 'cuis': ['C0201950'], 'end': [4554], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 23, 'segmentId': 112, 'sentenceId': 119, 'status': 'CURRENT', 'textSpan': [{'begin': 4538, 'end': 4554, 'text': 'VLDL Cholesterol'}], 'type': 'LABORATORY_DATA'}"
44,36961_1774164_part3.json,,29875-2,"{'textSpan': {'text': 'Lactic acid level', 'beginOffset': 118}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Assessment Plan', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 6, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [118], 'cuis': ['C0202115'], 'end': [135], 'sourceType': ['CPT'], 'suis': [], 'tuis': ['T059']}, {'begin': [118], 'cuis': ['C0202115', 'C0202115'], 'end': [129], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [118], 'cuis': ['C2825079'], 'end': [124], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T168']}, {'begin': [125], 'cuis': ['C0202406'], 'end': [129], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}, {'begin': [130], 'cuis': ['C0456079'], 'end': [135], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T185']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 118, 'end': 135, 'text': 'Lactic acid level'}], 'type': 'LABORATORY_DATA'}"
45,36961_1774164_part3.json,,29875-2,"{'textSpan': {'text': 'urinalysis', 'beginOffset': 199}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Assessment Plan', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 14, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [34], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [199], 'cuis': ['C0042014'], 'end': [209], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 199, 'end': 209, 'text': 'urinalysis'}], 'type': 'LABORATORY_DATA'}"
